fid,COUNTRY,ISO_CC,CONTINENT,LAND_TYPE,LAND_RANK,COUNTRYAFF,ID,Continent_2,region,country_2,isoCode,sids,ots,name_descriptor,year_publication,scale_(EAA),oceanAccountComponent,OA_component,environmentalAssets,flowsToEconomy,oceanEconomy,flowsToEnvironment,governance,Compiling_SEEA_CF,Compiling_SEEA_EA,EcosystemExtent,EcosystemCondition,EcosystemServices,MonetaryAccounts,SatelliteAccount,OceanEconomyActivities,SectorSpecific,OESA,BlueEconomy,OceanTourismSatelliteAccount,Links,Links_2,Links_3,OA_components,OA_components_abb,OA_combination_reclass,OA_Count,OA_Count_disagg
625,Uruguay,URY,South America,Primary land,5,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
626,US Virgin Islands,VIR,North America,Small island,2,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
627,US Virgin Islands,VIR,North America,Primary land,5,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
628,US Virgin Islands,VIR,North America,Very small island,1,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
629,Uzbekistan,UZB,Asia,Primary land,5,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
630,Vanuatu,VUT,Oceania,Medium island,3,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
631,Vanuatu,VUT,Oceania,Primary land,5,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
632,Vanuatu,VUT,Oceania,Small island,2,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
633,Vanuatu,VUT,Oceania,Very small island,1,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
634,Vatican City,VAT,Europe,Primary land,5,Holy See (Vatican City State),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
635,Venezuela,VEN,South America,Primary land,5,"Venezuela, Bolivarian Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
636,Venezuela,VEN,South America,Small island,2,"Venezuela, Bolivarian Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
637,Venezuela,VEN,South America,Very small island,1,"Venezuela, Bolivarian Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
638,Venezuela,VEN,South America,Medium island,3,"Venezuela, Bolivarian Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
639,Vietnam,VNM,Asia,Very small island,1,Viet Nam,41,Asia,,Vietnam,VNM,FALSE,FALSE,"Viet Nam Ocean Account: Case Study in Quang Ninh Province,Measuring the contribution of the Ocean Economy to Viet Nam's Economic Growth","2020,2023","Local,National","Environmental-Economic, Ocean economic activity and Governance",Environmental assets; flows to environment; Ocean Economy and governance,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Yes,TRUE,yes,,FALSE,TRUE,TRUE,FALSE,,,FALSE,https://www.unescap.org/sites/default/d8files/2022-06/Ocean_Accounts_Viet_Nam.pdf,https://www.oceanaccounts.org/viet-nam-ocean-account-case-study-in-quang-ninh-province/ ; https://oceanaccounts.atlassian.net/wiki/spaces/WD/pages/939098120/Viet+Nam+Ocean+Account?ref=oceanaccounts.org,https://drive.google.com/file/d/1eoElJ4VHHO_K8zPY3JCazfaeqjJiSaUk/view?ref=oceanaccounts.org,EnvironmentalAssets + FlowsToEnvironment + Governance + OceanEconomy,EA + FEnv + Gov + OEcon,"Environmental-Economic, Governance, Ocean Economy",2,4
640,Vietnam,VNM,Asia,Small island,2,Viet Nam,41,Asia,,Vietnam,VNM,FALSE,FALSE,Viet Nam Ocean Account: Case Study in Quang Ninh Province,"2020,2023","Local,National","Environmental-Economic, Ocean economic activity and Governance",Environmental assets; flows to environment; and governance,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Yes,TRUE,yes,,FALSE,TRUE,TRUE,FALSE,,,FALSE,https://www.unescap.org/sites/default/d8files/2022-06/Ocean_Accounts_Viet_Nam.pdf,https://www.oceanaccounts.org/viet-nam-ocean-account-case-study-in-quang-ninh-province/ ; https://oceanaccounts.atlassian.net/wiki/spaces/WD/pages/939098120/Viet+Nam+Ocean+Account?ref=oceanaccounts.org,https://drive.google.com/file/d/1eoElJ4VHHO_K8zPY3JCazfaeqjJiSaUk/view?ref=oceanaccounts.org,EnvironmentalAssets + FlowsToEnvironment + Governance + OceanEconomy,EA + FEnv + Gov + OEcon,"Environmental-Economic, Governance, Ocean Economy",2,4
641,Vietnam,VNM,Asia,Primary land,5,Viet Nam,41,Asia,,Vietnam,VNM,FALSE,FALSE,Viet Nam Ocean Account: Case Study in Quang Ninh Province,"2020,2023","Local,National","Environmental-Economic, Ocean economic activity and Governance",Environmental assets; flows to environment; and governance,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Yes,TRUE,yes,,FALSE,TRUE,TRUE,FALSE,,,FALSE,https://www.unescap.org/sites/default/d8files/2022-06/Ocean_Accounts_Viet_Nam.pdf,https://www.oceanaccounts.org/viet-nam-ocean-account-case-study-in-quang-ninh-province/ ; https://oceanaccounts.atlassian.net/wiki/spaces/WD/pages/939098120/Viet+Nam+Ocean+Account?ref=oceanaccounts.org,https://drive.google.com/file/d/1eoElJ4VHHO_K8zPY3JCazfaeqjJiSaUk/view?ref=oceanaccounts.org,EnvironmentalAssets + FlowsToEnvironment + Governance + OceanEconomy,EA + FEnv + Gov + OEcon,"Environmental-Economic, Governance, Ocean Economy",2,4
642,Vietnam,VNM,Asia,Medium island,3,Viet Nam,41,Asia,,Vietnam,VNM,FALSE,FALSE,Viet Nam Ocean Account: Case Study in Quang Ninh Province,"2020,2023","Local,National","Environmental-Economic, Ocean economic activity and Governance",Environmental assets; flows to environment; and governance,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Yes,TRUE,yes,,FALSE,TRUE,TRUE,FALSE,,,FALSE,https://www.unescap.org/sites/default/d8files/2022-06/Ocean_Accounts_Viet_Nam.pdf,https://www.oceanaccounts.org/viet-nam-ocean-account-case-study-in-quang-ninh-province/ ; https://oceanaccounts.atlassian.net/wiki/spaces/WD/pages/939098120/Viet+Nam+Ocean+Account?ref=oceanaccounts.org,https://drive.google.com/file/d/1eoElJ4VHHO_K8zPY3JCazfaeqjJiSaUk/view?ref=oceanaccounts.org,EnvironmentalAssets + FlowsToEnvironment + Governance + OceanEconomy,EA + FEnv + Gov + OEcon,"Environmental-Economic, Governance, Ocean Economy",2,4
643,Wallis and Futuna,WLF,Oceania,Primary land,5,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
644,Wallis and Futuna,WLF,Oceania,Small island,2,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
645,Wallis and Futuna,WLF,Oceania,Very small island,1,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
646,Yemen,YEM,Asia,Primary land,5,Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
647,Yemen,YEM,Asia,Very small island,1,Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
648,Yemen,YEM,Asia,Small island,2,Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
649,Yemen,YEM,Asia,Medium island,3,Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
650,Zambia,ZMB,Africa,Primary land,5,Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0

651,Zimbabwe,ZWE,Africa,Primary land,5,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
